,id,url,primaryTitle,originalTitle,type,description,primaryImage,trailer,contentRating,startYear,endYear,releaseDate,interests,countriesOfOrigin,externalLinks,spokenLanguages,filmingLocations,productionCompanies,budget,grossWorldwide,genres,isAdult,runtimeMinutes,averageRating,numVotes,metascore
65,tt0295427,https://www.imdb.com/title/tt0295427/,The Master of Disguise,The Master of Disguise,movie,An Italian waiter fights off a criminal mastermind with his inherited powers of disguise.,https://m.media-amazon.com/images/M/MV5BMzk4YjI0NmMtOTE1ZC00MDc2LTk4ZDMtZTMxZDIzMDQyZGEzXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=e7sfYC2o3-U,PG,2002,,2002-08-02,"['Slapstick', 'Adventure', 'Comedy', 'Family', 'Fantasy']",['US'],['http://www.sonypictures.com/movies/themasterofdisguise/'],['en'],"['Los Angeles, California, USA']","[{'id': 'co0003580', 'name': 'Revolution Studios'}, {'id': 'co0059609', 'name': 'Happy Madison Productions'}, {'id': 'co0052395', 'name': 'Out of the Blue... Entertainment'}]",16000000.0,43411001.0,"['Adventure', 'Comedy', 'Family']",False,80,3.4,28114,12.0
66,tt0400426,https://www.imdb.com/title/tt0400426/,Far Cry,Far Cry,movie,An ex-special forces soldier turned boatman is hired by a journalist to investigate a top-secret military base on a nearby island.,https://m.media-amazon.com/images/M/MV5BZWQ3NTM5NjMtODFjNS00MWUwLWE0YTItNjVjYTlmZDU0NGU3XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=03ommmlfCNk,R,2008,,2008-10-02,"['Action', 'Adventure', 'Sci-Fi']","['DE', 'CA']",,['en'],"['Deep Cove Marina, North Vancouver, British Columbia, Canada']","[{'id': 'co0021154', 'name': 'Boll Kino Beteiligungs GmbH & Co. KG'}, {'id': 'co0242483', 'name': 'Far Cry Productions'}, {'id': 'co0065717', 'name': 'Brightlight Pictures'}]",30000000.0,783501.0,"['Action', 'Adventure', 'Sci-Fi']",False,95,3.2,15298,
67,tt0462244,https://www.imdb.com/title/tt0462244/,Daddy Day Camp,Daddy Day Camp,movie,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood day care center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",https://m.media-amazon.com/images/M/MV5BMTM1NTUyMTExMF5BMl5BanBnXkFtZTcwNzk0MDI1MQ@@._V1_.jpg,https://www.youtube.com/watch?v=fNibbOj7mOk,PG,2007,,2007-08-08,"['Slapstick', 'Comedy', 'Family']",['US'],['http://www.sonypictures.com/movies/daddydaycamp/'],['en'],"['Heber City, Utah, USA']","[{'id': 'co0005883', 'name': 'TriStar Pictures'}, {'id': 'co0003580', 'name': 'Revolution Studios'}, {'id': 'co0022730', 'name': 'Davis Entertainment'}]",6000000.0,18197398.0,"['Comedy', 'Family']",False,93,3.2,18359,13.0
68,tt0065832,https://www.imdb.com/title/tt0065832/,Hercules in New York,Hercules in New York,movie,Hercules comes to Earth where he finds true love and starts a promising career in the wrestling and power lifting business.,https://m.media-amazon.com/images/M/MV5BNzI4MjAxMWYtYTg0ZC00MWEzLTliYzMtMTBiYmM5ZDIzMTRiXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=pvWySqI9uN4,G,1970,,1975-02-20,"['Adventure', 'Comedy', 'Fantasy']",['US'],,['en'],"['Central Park, Manhattan, New York City, New York, USA']","[{'id': 'co0000705', 'name': 'RAF Industries'}]",,,"['Adventure', 'Comedy', 'Fantasy']",False,92,3.3,20086,23.0
69,tt0110857,https://www.imdb.com/title/tt0110857/,Police Academy: Mission to Moscow,Police Academy: Mission to Moscow,movie,The Russian government hires the veterans of the Police Academy (1984) to help deal with the Mafia.,https://m.media-amazon.com/images/M/MV5BODQzNGYyNmUtYjk3NC00MDIwLWEyZDQtMjI0Mzk5YjZmMGQ3XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=DPjBOnC7z1s,PG,1994,,1994-08-26,"['Parody', 'Slapstick', 'Comedy', 'Crime']",['US'],,"['en', 'ru']","['Moscow, Russia']","[{'id': 'co0002663', 'name': 'Warner Bros.'}]",6200000.0,126247.0,"['Comedy', 'Crime']",False,83,3.5,37190,11.0
70,tt0804452,https://www.imdb.com/title/tt0804452/,Bratz,Bratz,movie,"During their first year of high school, four best girlfriends face off against the domineering student body President, who wants to split them up into different social cliques.",https://m.media-amazon.com/images/M/MV5BMTUxNDIwNjQ3OV5BMl5BanBnXkFtZTcwMjMzNjM1MQ@@._V1_.jpg,https://www.youtube.com/watch?v=tOPNt4yvskA,PG,2007,,2007-08-03,"['Teen Comedy', 'Comedy', 'Family', 'Music']",['US'],['http://www.lionsgate.com/bratz'],"['en', 'es']","['Studio City, California, USA']","[{'id': 'co0004724', 'name': 'Crystal Sky Pictures'}, {'id': 'co0124725', 'name': 'MGA Entertainment'}, {'id': 'co0338101', 'name': 'Arad Productions'}]",20000000.0,26013153.0,"['Comedy', 'Family', 'Music']",False,110,3.1,25287,21.0
71,tt0119707,https://www.imdb.com/title/tt0119707/,Mortal Kombat: Annihilation,Mortal Kombat: Annihilation,movie,A group of martial-arts warriors has only six days to save the Earth from an extra-dimensional invasion.,https://m.media-amazon.com/images/M/MV5BZTI4MzkzYmEtNTU1NC00ZDk5LWI4OTktNmRkNWMxN2E1NWNhXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=PvG9HPUPCLg,PG-13,1997,,1997-11-21,"['Dark Fantasy', 'Martial Arts', 'Supernatural Fantasy', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",['US'],['http://www.mortalkombat.com/'],['en'],['Jordan'],"[{'id': 'co0046718', 'name': 'New Line Cinema'}, {'id': 'co0070928', 'name': 'Threshold Entertainment'}]",30000000.0,51376861.0,"['Action', 'Adventure', 'Fantasy']",False,95,3.6,59666,11.0
72,tt0295254,https://www.imdb.com/title/tt0295254/,Feardotcom,Feardotcom,movie,A New York City detective investigates mysterious deaths occurring 48 hours after users log onto a site named feardotcom.,https://m.media-amazon.com/images/M/MV5BMjEyOTkwNzI4OV5BMl5BanBnXkFtZTYwNzk0MDg5._V1_.jpg,https://www.youtube.com/watch?v=gZDIWcAV93k,R,2002,,2002-08-30,"['Crime', 'Horror', 'Thriller']","['GB', 'DE', 'LU', 'US', 'CA']","['http://www.media8ent.com/m8/library.asp?movieID=7', 'http://www.feardotcom.com/']",['en'],"['Dommeldange, Luxembourg']","[{'id': 'co0086487', 'name': 'MDP Worldwide'}, {'id': 'co0063447', 'name': 'ApolloMedia Distribution'}, {'id': 'co0055288', 'name': 'Fear.Com Productions Ltd.'}]",40000000.0,18902015.0,"['Crime', 'Horror', 'Thriller']",False,101,3.4,23297,16.0
73,tt0118539,https://www.imdb.com/title/tt0118539/,3 Ninjas: High Noon at Mega Mountain,3 Ninjas: High Noon at Mega Mountain,movie,The three unstoppable Ninja brothers fight to save their hero (Hulk Hogan) and Mega Mountain Amusement Park from the vicious kid-hating Medusa (Loni Anderson).,https://m.media-amazon.com/images/M/MV5BYjc4N2Y4MDEtYzdiNS00ODk1LTliNDktMDgzZjhkYzE4M2Y2XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=nkOfRFxgIX0,PG,1998,,1998-06-18,"['Action', 'Adventure', 'Comedy', 'Family']",['US'],,['en'],"['Santa Cruz, California, USA']","[{'id': 'co0043775', 'name': 'Leeds/Ben-Ami Productions'}, {'id': 'co0030666', 'name': 'Sheen Productions'}, {'id': 'co0005883', 'name': 'TriStar Pictures'}]",,375805.0,"['Action', 'Adventure', 'Comedy']",False,93,3.0,12684,44.0
74,tt4435072,https://www.imdb.com/title/tt4435072/,Liger,Liger,movie,"A story about martial arts, dreams and star crossed lovers. Liger is an MMA fighter who trains hard and rises up the ranks with one goal in mind, to fight like his idol, world renowned MMA fighter Mark Anderson and get noticed by him.",https://m.media-amazon.com/images/M/MV5BNjBmM2NlMzItZTY1Ny00ZjcxLThmMDAtMmZjNjIzZDIzOWRiXkEyXkFqcGc@._V1_.jpg,,,2022,,2022-08-25,"['Martial Arts', 'Action', 'Drama', 'Romance', 'Sport']","['IN', 'US']",,"['hi', 'te']",,"[{'id': 'co0149562', 'name': 'Bollywood Hollywood Production'}, {'id': 'co0078768', 'name': 'Dharma Productions'}, {'id': 'co0691700', 'name': 'Puri Connects'}]",,4879486.0,"['Action', 'Drama', 'Romance']",False,140,2.6,48186,
75,tt0115624,https://www.imdb.com/title/tt0115624/,Barb Wire,Barb Wire,movie,"During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.",https://m.media-amazon.com/images/M/MV5BOTVlNGQ5YTEtNzdkZi00MzRkLTk4NGUtMGYyNTkzMjU0MmIyXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=GWKo3pSdGpg,R,1996,,1996-05-03,"['Superhero', 'Action', 'Sci-Fi']",['US'],['http://www.cinopsis.be/barbwire/'],"['en', 'fr', 'de']","['Long Beach, California, USA']","[{'id': 'co0030612', 'name': 'Polygram Filmed Entertainment'}, {'id': 'co0058765', 'name': 'Propaganda Films'}, {'id': 'co0020061', 'name': 'Dark Horse Entertainment'}]",9000000.0,3793614.0,"['Action', 'Sci-Fi']",False,98,3.6,32229,40.0
76,tt0103923,https://www.imdb.com/title/tt0103923/,Captain America,Captain America,movie,"Frozen in the ice for decades, Captain America is freed to battle against archcriminal The Red Skull.",https://m.media-amazon.com/images/M/MV5BZjAwNGM0NWUtNmIwZC00OGEzLWFjZGEtMWE5ZjJjM2ZjZThhXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=cs8rFsmhNTc,PG-13,1990,,1991-07-26,"['Superhero', 'Action', 'Adventure', 'Sci-Fi', 'War']","['US', 'HR']",,['en'],['Croatia'],"[{'id': 'co0050229', 'name': '21st Century Film Corporation'}, {'id': 'co0095134', 'name': 'Marvel Enterprises'}, {'id': 'co0578069', 'name': 'Marvel Entertainment Group'}]",3000000.0,,"['Action', 'Adventure', 'Sci-Fi']",False,97,3.2,15623,
77,tt4667094,https://www.imdb.com/title/tt4667094/,Fifty Shades of Black,Fifty Shades of Black,movie,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,https://m.media-amazon.com/images/M/MV5BMTQ3MTg3MzY4OV5BMl5BanBnXkFtZTgwNTI4MzM1NzE@._V1_.jpg,https://www.youtube.com/watch?v=m5dM_MPytkU,R,2016,,2016-01-29,"['Parody', 'Slapstick', 'Comedy']","['US', 'GB']",['https://www.facebook.com/FiftyShadesOfBlackMovie'],['en'],"['Los Angeles, California, USA']","[{'id': 'co0784460', 'name': 'Fermion Films'}, {'id': 'co0208137', 'name': 'IM Global'}, {'id': 'co0209925', 'name': 'Ingenious Media'}]",5000000.0,22227514.0,['Comedy'],False,92,3.5,23946,28.0
78,tt1517489,https://www.imdb.com/title/tt1517489/,Spy Kids 4: All the Time in the World,Spy Kids: All the Time in the World,movie,"A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.",https://m.media-amazon.com/images/M/MV5BMjE1NTEwNzM5MV5BMl5BanBnXkFtZTcwNTA5Njc0NQ@@._V1_.jpg,https://www.youtube.com/watch?v=yWWOrCE1MR8,PG,2011,,2011-08-19,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",['US'],"['http://www.facebook.com/pages/Spy-Kids-All-the-Time-in-the-World-in-4D/148377055246738', 'http://spykidsmovie.net/']",['en'],"['E Hickory Street, Austin, Texas, USA']","[{'id': 'co0019626', 'name': 'Dimension Films'}, {'id': 'co0035848', 'name': 'Troublemaker Studios'}, {'id': 'co0354354', 'name': 'Spy Kids 4 SPV'}]",27000000.0,85564310.0,"['Action', 'Adventure', 'Comedy']",False,89,3.6,29510,37.0
79,tt0110647,https://www.imdb.com/title/tt0110647/,The NeverEnding Story III,Die unendliche Geschichte III: Rettung aus Phantasien,movie,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,https://m.media-amazon.com/images/M/MV5BOTdmY2EwZTMtYTE5MC00Yzg2LTk5MGItYTdmMmRiZmM0Y2VjXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=hgs5CgnBJFs,G,1994,,1996-02-02,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['DE', 'US']",,['en'],"['Vancouver, British Columbia, Canada']","[{'id': 'co0031121', 'name': 'Cinevox Filmproduktion GmbH'}, {'id': 'co0845741', 'name': 'Bibo TV Studiobetriebs'}, {'id': 'co0059746', 'name': 'Dieter Geissler Filmproduktion'}]",17000000.0,,"['Adventure', 'Comedy', 'Family']",False,95,3.2,12823,
80,tt10481868,https://www.imdb.com/title/tt10481868/,Black Christmas,Black Christmas,movie,A group of female students is stalked by a stranger during their Christmas break. That is until the young sorority pledges discover that the killer is part of an underground college conspiracy.,https://m.media-amazon.com/images/M/MV5BYTRlODA4MGUtYTJhZC00MDA5LWJlNWYtY2YwZDEwZmM3ODRjXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=gF4yRYbo1WE,PG-13,2019,,2019-12-13,"['Conspiracy Thriller', 'Slasher Horror', 'Teen Horror', 'Horror', 'Mystery', 'Thriller']","['US', 'NZ', 'CA']","['http://www.facebook.com/BlackChristmas/', 'https://www.facebook.com/Filmydo']",['en'],"['University of Otago, Dunedin, New Zealand']","[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0098315', 'name': 'Blumhouse Productions'}, {'id': 'co0477903', 'name': 'Divide/Conquer'}]",5000000.0,18529730.0,"['Horror', 'Mystery', 'Thriller']",False,92,3.5,20725,49.0
81,tt0118688,https://www.imdb.com/title/tt0118688/,Batman & Robin,Batman & Robin,movie,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,https://m.media-amazon.com/images/M/MV5BYzU3ZjE3M2UtM2E4Ni00MDI5LTkyZGUtOTFkMGIyYjNjZGU3XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=vHoCb78b97A,PG-13,1997,,1997-06-20,"['Superhero', 'Action', 'Sci-Fi']","['US', 'GB']","['https://www.facebook.com/BatmanAndRobinFilm', 'https://www.warnerbros.com/movies/batman-robin']",['en'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA']","[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0106129', 'name': 'PolyGram Filmed Entertainment'}]",125000000.0,238259753.0,"['Action', 'Sci-Fi']",False,125,3.8,275122,29.0
82,tt0499487,https://www.imdb.com/title/tt0499487/,Goal! III,Goal III: Taking on the World,movie,"The heroes compete on the greatest stage of all, the FIFA World Cup Finals.",https://m.media-amazon.com/images/M/MV5BNWU5YzRmOTctYTk0My00YWQ1LWEzZWItNzJjNjljYTE2YjQyXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=kHthPPB7_zA,PG-13,2009,,2010-02-03,"['Soccer', 'Drama', 'Romance', 'Sport']","['DE', 'US', 'GB']",,['en'],"['Market Square, Nottingham, Nottinghamshire, England, UK']","[{'id': 'co0184076', 'name': 'Milkshake Films'}, {'id': 'co1099916', 'name': 'Goal 3'}]",10000000.0,7641.0,"['Drama', 'Romance', 'Sport']",False,96,3.2,13363,
83,tt0085750,https://www.imdb.com/title/tt0085750/,Jaws 3-D,Jaws 3-D,movie,A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,https://m.media-amazon.com/images/M/MV5BYmY3YWZiMTAtZGYyYy00ODc3LTk5NjQtY2RhN2QwNzE2ZGI3XkEyXkFqcGc@._V1_.jpg,,PG,1983,,1983-07-22,"['Monster Horror', 'Sea Adventure', 'Adventure', 'Horror', 'Thriller']",['US'],,['en'],"['Universal Owned Property, Orlando, Florida, USA']","[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0128239', 'name': 'Alan Landsburg Productions'}, {'id': 'co0015705', 'name': 'MCA Theatricals'}]",20500000.0,87987055.0,"['Adventure', 'Horror', 'Thriller']",False,99,3.7,50240,27.0
84,tt0372873,https://www.imdb.com/title/tt0372873/,Dragon Wars: D-War,D-War,movie,"Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped.",https://m.media-amazon.com/images/M/MV5BMTc2OTk1MzUzMl5BMl5BanBnXkFtZTcwNjE0ODI1MQ@@._V1_.jpg,https://www.youtube.com/watch?v=LbF4DtgO_yY,PG-13,2007,,2007-09-14,"['Action', 'Drama', 'Fantasy', 'Thriller']",['KR'],"['http://www.so-net.ne.jp/movie/sonypictures/homevideo/d-wars/', 'http://www.d-war.com/']","['en', 'ko']","['Bronson Caves, Bronson Canyon, Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA']","[{'id': 'co0043365', 'name': 'CJ Entertainment'}, {'id': 'co0099683', 'name': 'Showbox Entertainment'}, {'id': 'co0080800', 'name': 'Younggu-Art Movies'}]",32000000.0,75108817.0,"['Action', 'Drama', 'Fantasy']",False,107,3.5,25668,33.0
85,tt0094074,https://www.imdb.com/title/tt0094074/,Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,movie,"With the world on the brink of a nuclear war, Superman takes it upon himself to destroy all nuclear weapons. However, Lex Luthor creates Nuclear Man, a force strong enough to take down Superman.",https://m.media-amazon.com/images/M/MV5BZjhkODhlYjEtMDEyZS00YjZmLWJjMDctZGI3MGJiNDEyNTE2XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=J3IFSj4ebwU,PG,1987,,1987-07-24,"['Quest', 'Superhero', 'Action', 'Adventure', 'Sci-Fi']","['GB', 'US']",,"['en', 'ru', 'fr', 'it']","['Aldwych Underground Railway Station, Surrey Street, Aldwych, Westminster, Greater London, England, UK']","[{'id': 'co0080240', 'name': 'Cannon Films'}, {'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0206391', 'name': 'Golan-Globus Productions'}]",17000000.0,30281020.0,"['Action', 'Adventure', 'Sci-Fi']",False,90,3.7,55110,24.0
86,tt0095560,https://www.imdb.com/title/tt0095560/,Mac and Me,Mac and Me,movie,An alien trying to escape from NASA is befriended by a wheelchair-bound boy.,https://m.media-amazon.com/images/M/MV5BMGU3YjE1ZGYtYmY5NC00OTU5LTk1NjktODk1OThlYjZlYzRiXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=2xGVQBJ2MmM,PG,1988,,1988-08-12,"['Space Sci-Fi', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",['US'],['https://www.youtube.com/watch?v=M2Uakga-IH8&feature=youtu.be'],['en'],"['17030 Green Drive, City of Industry, California, USA']","[{'id': 'co0060852', 'name': 'Mac and Me Joint Venture'}]",13000000.0,6424112.0,"['Adventure', 'Comedy', 'Family']",False,99,3.4,15102,26.0
87,tt0190374,https://www.imdb.com/title/tt0190374/,Dungeons & Dragons,Dungeons & Dragons,movie,"Profion, a tyrant, attempts to overthrow a peaceful kingdom ruled by a tough empress.",https://m.media-amazon.com/images/M/MV5BMTUxMDc3OTQyOV5BMl5BanBnXkFtZTYwMzk5OTc3._V1_.jpg,https://www.youtube.com/watch?v=BBA3BrDJnM0,PG-13,2000,,2000-12-08,"['Action', 'Adventure', 'Fantasy']","['US', 'CZ', 'CA']",['http://www.wizards.com/dnd/Movie.asp'],['en'],"['Kutná Hora, Stredoceský, Czech Republic']","[{'id': 'co0046718', 'name': 'New Line Cinema'}, {'id': 'co0064989', 'name': 'Sweetpea Entertainment'}, {'id': 'co0019968', 'name': 'Silver Pictures'}]",45000000.0,33978694.0,"['Action', 'Adventure', 'Fantasy']",False,107,3.7,37123,14.0
88,tt1411664,https://www.imdb.com/title/tt1411664/,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,movie,"A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps, and become a porn star.",https://m.media-amazon.com/images/M/MV5BMjIzMjY4MTk2M15BMl5BanBnXkFtZTcwNzQ3ODg3NQ@@._V1_.jpg,https://www.youtube.com/watch?v=cRT93a8xE5s,R,2011,,2011-09-09,"['Raunchy Comedy', 'Comedy']",['US'],['http://www.BuckyLarson.com/'],['en'],"['Hollywood, Los Angeles, California, USA']","[{'id': 'co0050868', 'name': 'Columbia Pictures'}, {'id': 'co0059609', 'name': 'Happy Madison Productions'}, {'id': 'co0268458', 'name': 'Miles Deep Producitons'}]",10000000.0,2530394.0,['Comedy'],False,97,3.3,13203,9.0
89,tt0432291,https://www.imdb.com/title/tt0432291/,The Fog,The Fog,movie,"A thick mist full of vengeful spirits haunts a prosperous island town off the coast of Oregon, as its inhabitants try to learn their town's dark secret in order to stop it.",https://m.media-amazon.com/images/M/MV5BOWEzMjFiMWYtOTBhNy00NmRiLWI4ZWEtMDcyNTgzOWI1ZTUwXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=ovNTb39_viI,PG-13,2005,,2005-10-14,"['Supernatural Horror', 'Horror', 'Mystery']","['US', 'CA']",['http://www.sonypictures.com/movies/thefog/'],['en'],"['Bowen Island, British Columbia, Canada']","[{'id': 'co0003580', 'name': 'Revolution Studios'}, {'id': 'co0073430', 'name': 'Debra Hill Productions'}, {'id': 'co0051510', 'name': 'David Foster Productions'}]",18000000.0,46201432.0,"['Horror', 'Mystery']",False,100,3.7,40234,27.0
90,tt0450345,https://www.imdb.com/title/tt0450345/,The Wicker Man,The Wicker Man,movie,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.",https://m.media-amazon.com/images/M/MV5BOWM1MjYzM2MtY2RmNS00OGUxLTlkNGItZjM3YjdmMTk1YjQ4XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=r86OlE7rlFc,PG-13,2006,,2006-09-01,"['Folk Horror', 'Horror', 'Mystery', 'Thriller']","['US', 'MX', 'CA', 'DE', 'GB']",['http://thewickermanmovie.warnerbros.com/'],['en'],"['Saturna Island, British Columbia, Canada']","[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0054452', 'name': 'Alcon Entertainment'}, {'id': 'co0002572', 'name': 'Millennium Films'}]",40000000.0,38806015.0,"['Horror', 'Mystery', 'Thriller']",False,102,3.8,73205,36.0
91,tt0897361,https://www.imdb.com/title/tt0897361/,I Know Who Killed Me,I Know Who Killed Me,movie,"A young woman who was missing reappears, but she claims to be someone else entirely.",https://m.media-amazon.com/images/M/MV5BNGFlOTlmZTAtMzlmMy00NTNkLWJkNTYtMzgxZjA0MDFmY2FmXkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=KSZ98kUVQFo,R,2007,,2007-07-27,"['Horror', 'Mystery', 'Thriller']",['US'],['http://www.sonypictures.com/movies/iknowwhokilledme/'],['en'],"['Fremont Theater - 1025 Monterey Street, San Luis Obispo, California, USA']","[{'id': 'co0157610', 'name': '360 Pictures'}]",12000000.0,9669758.0,"['Horror', 'Mystery', 'Thriller']",False,105,3.6,31502,16.0
92,tt1714203,https://www.imdb.com/title/tt1714203/,Piranha 3DD,Piranha 3DD,movie,"After the events at Lake Victoria, the pre-historic school of blood-thirsty piranhas make their way into a newly opened waterpark.",https://m.media-amazon.com/images/M/MV5BMjAzMzY4NTk0M15BMl5BanBnXkFtZTcwMDA4ODU3Nw@@._V1_.jpg,https://www.youtube.com/watch?v=emSMr6Xoqog,R,2012,,2012-05-11,"['Comedy', 'Horror', 'Sci-Fi', 'Thriller']",['US'],['http://www.facebook.com/piranha3dd'],"['en', 'es']","['Wilmington, North Carolina, USA']","[{'id': 'co0019626', 'name': 'Dimension Films'}, {'id': 'co0192211', 'name': 'Mark Canton Productions'}, {'id': 'co0060840', 'name': 'Intellectual Properties Worldwide (I)'}]",5000000.0,8518634.0,"['Comedy', 'Horror', 'Sci-Fi']",False,83,3.8,46669,24.0
93,tt3138104,https://www.imdb.com/title/tt3138104/,The Hungover Games,The Hungover Games,movie,"A spoof on The Hangover (2009), The Hunger Games (2012) and other movies, TV series etc. 4 men, with hangovers after a bachelor party, find themselves in a future, dystopian, kill or be killed game.",https://m.media-amazon.com/images/M/MV5BMTk0NjM3MDk3NV5BMl5BanBnXkFtZTgwNTEzNTY3MDE@._V1_.jpg,https://www.youtube.com/watch?v=_Qcf8TVX2zo,R,2014,,2014-02-18,"['Dystopian Sci-Fi', 'Parody', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['US'],['https://www.facebook.com/hungovergames'],['en'],"['Los Angeles, California, USA']","[{'id': 'co0337022', 'name': 'Sense and Sensibility Ventures'}, {'id': 'co0093834', 'name': 'Silver Nitrate'}]",,,"['Adventure', 'Comedy', 'Fantasy']",False,85,3.5,17533,
94,tt0120185,https://www.imdb.com/title/tt0120185/,Spice World,Spice World,movie,World-famous pop group the Spice Girls zip around London in their luxurious double-decker tour bus having various adventures and performing for their fans.,https://m.media-amazon.com/images/M/MV5BZTllNGQ2MDktNWVmZC00OGU3LTk0NjctODcxMDFiYmIwYmU2XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=XbG8d7CM0IQ,PG,1997,,1998-01-23,"['Satire', 'Comedy', 'Family', 'Music']",['GB'],,['en'],"['Burnham Beeches, Buckinghamshire, England, UK']","[{'id': 'co0018857', 'name': 'Fragile Films'}, {'id': 'co0000700', 'name': 'Icon Entertainment International'}, {'id': 'co0030612', 'name': 'Polygram Filmed Entertainment'}]",25000000.0,29353898.0,"['Comedy', 'Family', 'Music']",False,93,3.7,38594,34.0
95,tt7059844,https://www.imdb.com/title/tt7059844/,Dabangg 3,Dabangg 3,movie,"More beefed-up, worked up and dangerous than ever, Chulbul Pandey, now the tough-as-nails police superintendent of Tundla city in Uttar Pradesh, finds himself juggling career and family after bringing down unscrupulous Baccha Singh's empire in Dabangg 2 (2012). However, as the past comes back to haunt him in the shape of the wicked old nemesis, Bali Singh, betrayal places Pandey's family in harm's way, triggering a new era of intense violence. But this time, it is personal, and as the suffocating stranglehold of the law tightens around Bali, no sinner is safe. His name is Chulbul Pandey, the fearless. Can the undaunted police officer uproot evil once and for all?",https://m.media-amazon.com/images/M/MV5BNGRkZjQzNzctNTZjYi00YzgwLWE3NjctMmQ2OTE0OGJmNTk0XkEyXkFqcGc@._V1_.jpg,,,2019,,2019-12-20,"['One-Person Army Action', 'Action', 'Drama']",['IN'],['https://en.wikipedia.org/wiki/Dabangg_3#Cast'],['hi'],,"[{'id': 'co0300449', 'name': 'Arbaaz Khan Productions'}, {'id': 'co0763799', 'name': 'Saffron Broadcast & Media'}, {'id': 'co0541353', 'name': 'Salman Khan Films'}]",100000000.0,14784628.0,"['Action', 'Comedy', 'Crime']",False,160,3.0,20878,
